XMin,XMax,YMin,YMax,x_min,y_min,x_max,y_max,x_center,y_center,w,h,area,ar
0.1854530921052631,0.4266788016917293,0.166981178325688,0.7166666485091744,0.1854530921052631,0.166981178325688,0.4266788016917293,0.7166666485091744,0.3060659468984962,0.4418239134174312,0.2412257095864662,0.5496854701834863,0.13259826759438179,0.43884316153735053
0.5277049060150376,0.7849092340225564,0.1694969266055045,0.6745283027522936,0.5277049060150376,0.1694969266055045,0.7849092340225564,0.6745283027522936,0.656307070018797,0.42201261467889906,0.2572043280075188,0.5050313761467891,0.12989625572454733,0.5092838586978435
0.221669554973822,0.5056347611256544,0.0778209984276729,0.4708171226415094,0.221669554973822,0.0778209984276729,0.5056347611256544,0.4708171226415094,0.3636521580497382,0.27431906053459115,0.2839652061518324,0.39299612421383645,0.1115972254292532,0.7225649024399072
0.5866134293193718,0.7885202814136125,0.1582360455974842,0.6316472091194968,0.5866134293193718,0.1582360455974842,0.7885202814136125,0.6316472091194968,0.6875668553664922,0.3949416273584905,0.20190685209424075,0.4734111635220126,0.09558495777300142,0.4264936436904545
0.6376168224299066,0.8591121775700935,0.6196969630681818,0.7912878721590909,0.6376168224299066,0.6196969630681818,0.8591121775700935,0.7912878721590909,0.7483645000000001,0.7054924176136363,0.22149535514018692,0.17159090909090913,0.038006589347918444,1.2908338577706255
0.1828736150234741,0.3923806572769953,0.375,0.77,0.1828736150234741,0.375,0.3923806572769953,0.77,0.2876271361502347,0.5725,0.20950704225352118,0.395,0.08275528169014087,0.53039757532537
0.7566216578638497,0.951066103286385,0.3566666678571428,0.7566666678571429,0.7566216578638497,0.3566666678571428,0.951066103286385,0.7566666678571429,0.8538438805751174,0.5566666678571428,0.19444444542253525,0.4000000000000001,0.07777777816901411,0.486111113556338
0.6089201639344263,0.7322078163934426,0.2001991532099251,0.3575560299330445,0.6089201639344263,0.2001991532099251,0.7322078163934426,0.3575560299330445,0.6705639901639344,0.2788775915714848,0.1232876524590163,0.15735687672311938,0.01940015992947621,0.7834907188450981
0.096354167827298,0.4134114763231197,0.2596977152317881,0.945051684602649,0.096354167827298,0.2596977152317881,0.4134114763231197,0.945051684602649,0.25488282207520885,0.6023746999172186,0.3170573084958217,0.6853539693708609,0.21729648489565298,0.46261832960108623
0.649088541086351,0.9537760828690808,0.3084547019867549,0.943843311258278,0.649088541086351,0.3084547019867549,0.9537760828690808,0.943843311258278,0.8014323119777158,0.6261490066225165,0.30468754178272983,0.6353886092715231,0.19359499343568778,0.4795294365318509
0.1914529513399153,0.3996203032440056,0.1559814083904109,0.5368807448630137,0.1914529513399153,0.1559814083904109,0.3996203032440056,0.5368807448630137,0.29553662729196045,0.3464310766267123,0.2081673519040903,0.3808993364726029,0.07929080621552682,0.5465153965135964
0.6147597108603667,0.8318912023977433,0.3349436087328767,0.6650563527397261,0.6147597108603667,0.3349436087328767,0.8318912023977433,0.6650563527397261,0.723325456629055,0.49999998073630136,0.21713149153737654,0.33011274400684937,0.07167787248170336,0.657749497646996
0.6007713540197461,0.9220125387870238,0.401666665239726,0.761666665239726,0.6007713540197461,0.401666665239726,0.9220125387870238,0.761666665239726,0.7613919464033849,0.581666665239726,0.3212411847672777,0.36000000000000004,0.11564682651621999,0.8923366243535491
0.1614671720733427,0.3921018688293371,0.421666665239726,0.6283333304794521,0.1614671720733427,0.421666665239726,0.3921018688293371,0.6283333304794521,0.27678452045133994,0.5249999978595891,0.2306346967559944,0.20666666523972604,0.04766450366713683,1.1159743468472108
0.1245901624293785,0.2360655602636534,0.2391860086206896,0.7261278189655173,0.1245901624293785,0.2391860086206896,0.2360655602636534,0.7261278189655173,0.18032786134651596,0.48265691379310344,0.11147539783427492,0.48694181034482764,0.0542820320303317,0.22892960815037358
0.713661179378531,0.8688524905838041,0.3178971063218391,0.768818525862069,0.713661179378531,0.3178971063218391,0.8688524905838041,0.768818525862069,0.7912568349811675,0.5433578160919541,0.15519131120527307,0.4509214195402299,0.06997908634899132,0.3441648688223988
0.1721877306149732,0.4607369217914439,0.3911950484787696,0.7892855232363757,0.1721877306149732,0.3911950484787696,0.4607369217914439,0.7892855232363757,0.3164623262032085,0.5902402858575726,0.2885491911764707,0.39809047475760606,0.11486868450636446,0.7248331961526231
0.5412902372994652,0.835850905748663,0.3743573821464392,0.802515115346038,0.5412902372994652,0.3743573821464392,0.835850905748663,0.802515115346038,0.6885705715240642,0.5884362487462387,0.2945606684491978,0.4281577331995988,0.12611842809296714,0.6879723186311792
0.1441812558685446,0.2883625117370892,0.3702633535714286,0.7450580571428571,0.1441812558685446,0.3702633535714286,0.2883625117370892,0.7450580571428571,0.21627188380281692,0.5576607053571428,0.1441812558685446,0.3747947035714285,0.05403837105380747,0.3846939524348601
0.7754891872065728,0.9526261766431924,0.4116286642857142,0.78266295,0.7754891872065728,0.4116286642857142,0.9526261766431924,0.78266295,0.8640576819248826,0.597145807142857,0.1771369894366196,0.37103428571428576,0.06572389634919514,0.4774140726526378
0.2606924637203166,0.4256619162269129,0.2110149712643678,0.73068091954023,0.2606924637203166,0.2110149712643678,0.4256619162269129,0.73068091954023,0.3431771899736148,0.4708479454022989,0.16496945250659628,0.5196659482758621,0.08572900697339016,0.31745288113244446
0.6221995910290238,0.8014256629287599,0.216084880952381,0.5874559195402299,0.6221995910290238,0.216084880952381,0.8014256629287599,0.5874559195402299,0.7118126269788918,0.40177040024630545,0.17922607189973616,0.3713710385878489,0.0665593724634255,0.4826064859049037
0.0990898483779971,0.3894415021156558,0.1852688827054794,0.7140171746575342,0.0990898483779971,0.1852688827054794,0.3894415021156558,0.7140171746575342,0.24426567524682646,0.4496430286815068,0.2903516537376587,0.5287482919520549,0.1535229409792415,0.5491301970276375
0.4967454019746121,0.8060329619181947,0.2137315239726027,0.6877439383561643,0.4967454019746121,0.2137315239726027,0.8060329619181947,0.6877439383561643,0.6513891819464034,0.45073773116438354,0.30928755994358265,0.4740124143835616,0.14660614302765815,0.6524883116105756
0.740940472274436,0.9745119431390976,0.4766666657110091,0.8183333314220184,0.740940472274436,0.4766666657110091,0.9745119431390976,0.8183333314220184,0.8577262077067669,0.6474999985665137,0.23357147086466157,0.3416666657110093,0.07980358565554507,0.6836238190769904
0.1522311983082706,0.4486347062969925,0.58,0.8266666657110091,0.1522311983082706,0.58,0.4486347062969925,0.8266666657110091,0.30043295230263156,0.7033333328555045,0.2964035079887219,0.24666666571100915,0.07311286502062449,1.2016358478530036
0.538720537735849,0.7800224528301887,0.3858186149425287,0.778274459770115,0.538720537735849,0.3858186149425287,0.7800224528301887,0.778274459770115,0.6593714952830189,0.5820465373563218,0.24130191509433963,0.3924558448275863,0.09470034694686355,0.6148511183477173
0.1431513909774436,0.4140061677631579,0.2128610407110091,0.710484764908257,0.1431513909774436,0.2128610407110091,0.4140061677631579,0.710484764908257,0.27857877937030073,0.461672902809633,0.27085477678571435,0.4976237241972479,0.13478376274072146,0.5442963500637945
0.6807415037593985,0.8970133858082706,0.2618694409403669,0.7808558543577981,0.6807415037593985,0.2618694409403669,0.8970133858082706,0.7808558543577981,0.7888774447838345,0.5213626476490825,0.21627188204887215,0.5189864134174312,0.11224216838758189,0.41671973766087844
0.174978134696756,0.3926721544428773,0.5033534118150685,0.7880776541095891,0.174978134696756,0.5033534118150685,0.3926721544428773,0.7880776541095891,0.28382514456981667,0.6457155329623288,0.2176940197461213,0.28472424229452054,0.06198276482426278,0.7645784496317571
0.1608111811023622,0.3979371653543307,0.195,0.8283333320189274,0.1608111811023622,0.195,0.3979371653543307,0.8283333320189274,0.27937417322834646,0.5116666660094638,0.2371259842519685,0.6333333320189274,0.1501797897145669,0.3744094495959387
0.5518610498687664,0.8264280216535433,0.195,0.7716666679810725,0.5518610498687664,0.195,0.8264280216535433,0.7716666679810725,0.6891445357611549,0.48333333399053624,0.27456697178477696,0.5766666679810726,0.1583336207567805,0.4761276956513617
0.222184128601546,0.4623340477863669,0.395,0.6716666652360516,0.222184128601546,0.395,0.4623340477863669,0.6716666652360516,0.34225908819395645,0.5333333326180258,0.2401499191848209,0.27666666523605155,0.06644147729757167,0.8680117605781144
